"@timestamp",renterQuote,provider,localization
"Dec 8, 2025 @ 11:31:27.000","Schneller Service, unkompliziert, freundlich und problemlos. ",BSPAuto,de
"Dec 8, 2025 @ 11:04:58.000","Nur der Shuttelbus leis 25 Minuten auf sich warten. Angegeben war 0 - 20 Minuten",BSPAuto,de
"Dec 8, 2025 @ 10:44:07.000","Ich habe den Wagen bei Hertz abgeholt. Es gab keine Firefly Option ","Argus Car Hire",de
"Dec 8, 2025 @ 09:46:12.000","Schlecht wenn noch nicht einmal Englisch gesprochen wird, kann man sich natürlich schlecht verständigen",Avis,de
"Dec 8, 2025 @ 09:05:24.000","Eigentlich alles okay. Ein Bremslicht funktionierte nicht und wurde auch nicht repariert.",AutoEurope,de
"Dec 8, 2025 @ 08:45:57.000","Zu aufdringlich bei der Anratung zu weiteren Versicherungen",AutoEurope,de
"Dec 8, 2025 @ 08:23:17.000","Le loueur ne fait pas le contrôle du véhicule avec le client et nous avons constaté qu’il y avait des dommages (choc et rayures) à l’arrière de la voiture. 
Et au moment de rendre la voiture. Ils nous disent que tout est bon, aucun dommage à signaler et il me donnent la tablette à signer et après ils m’envoient un document avec des dommages dans le véhicule qui existaient déjà. Goldcar est un loueur à éviter. Pas sérieux!",AutoEurope,fr
"Dec 8, 2025 @ 07:04:30.000","Der älteste Mieteagen, den ich jemals erhalten habe.
Ausgetretene Kupplung, schlechter Gesamtzustand und 165.000 km!!!","Argus Car Hire",de
"Dec 7, 2025 @ 22:29:35.000","Bei der Abgabe scheint einiges durcheinander gegangen zu sein. Ich hätte gerne mein Geld zurück.",BSPAuto,de
"Dec 7, 2025 @ 22:03:10.000","Alles perfekt ",BSPAuto,de
"Dec 7, 2025 @ 21:07:17.000","l'accueil au bureau: parfait",AutoEurope,fr
"Dec 7, 2025 @ 20:48:30.000","Nett, freundlich, zuvorkommend ",Alamo,de
"Dec 7, 2025 @ 19:43:38.000","TopCar bedeutet nicht dass man einen Top Auto erhält. Er war mit Macken überseht ","Argus Car Hire",de
"Dec 7, 2025 @ 19:32:02.000","Alles o.K.","Argus Car Hire",de
"Dec 7, 2025 @ 19:27:29.000","Sehr freundlich und effizient ",Alamo,de
"Dec 7, 2025 @ 19:01:39.000","Sehr freundlich ",BSPAuto,de
"Dec 7, 2025 @ 18:56:50.000","Fahrzeug musste getauscht werden da Laufzeit abgelaufen war. Hätte vermieden werden können ","Argus Car Hire",de
"Dec 7, 2025 @ 18:53:04.000","Après 2h30 d attente près un véhicule box la personne est arrivé ",AutoEurope,fr
"Dec 7, 2025 @ 18:27:21.000","J'ai peut-être eu de la chance, mais j'ai été agréablement surpris après avoir lu les commentaires d'autres clients. ",AutoEurope,fr
"Dec 7, 2025 @ 18:24:34.000","Es hat alles reibungslos geklappt,  vielen Dank ","Sunny Cars",de
"Dec 7, 2025 @ 18:15:04.000","Lief alles prima. ",AutoEurope,de
"Dec 7, 2025 @ 18:07:24.000","Die Dame hat alles zügig erledigt ","Sunny Cars",de
"Dec 7, 2025 @ 17:33:16.000","Freundlich sauber ",Alamo,de
"Dec 7, 2025 @ 12:16:54.000","Ging an unserem Schalter sehr zügig und die Beraterin war sehr kompetent.",Avis,de
"Dec 7, 2025 @ 09:25:00.000","Ausgesprochen freundliche und angenehme Fahrzeugpbergabe. ",AutoEurope,de
"Dec 7, 2025 @ 08:32:59.000","Der Mitarbeiter vor Ort war sehr freundlich und sehr hilfsbereit. ","Argus Car Hire",de
"Dec 6, 2025 @ 23:05:10.000","Aimable et pas de soucis",BSPAuto,fr
"Dec 6, 2025 @ 21:59:33.000","Alles gut.",BSPAuto,de
"Dec 6, 2025 @ 19:09:32.000","Véhicule en parfait état. Aucun souci durant notre séjour. ",AutoEurope,fr
"Dec 6, 2025 @ 18:03:52.000","0 je ne recommanderais jamais vos services ",Enterprise,fr
"Dec 6, 2025 @ 14:16:03.000","Le loueur a fait du surbooking. 
Par conséquent, il n’y avait pas de voiture essence à mon arrivée et n’ai eu d’autre choix que de revenir le lendemain matin à 10h00, où j’ai de nouveau dû attendre plus d’une heure pour obtenir une voiture essence.
La manager m’a promis un remboursement de 50 USD, que je n’ai pas reçu pendant ma semaine de vacances, je l’ai donc de nouveau demandé en rendant les clés de la voiture. La manager, Mme Nicole Rodriguez, m’a de nouveau promis et confirmé faire le nécessaire. J’attends toujours l’Alfred 2 relances sur le site AVIS.",BSPAuto,fr
"Dec 6, 2025 @ 12:41:46.000","Ce loueur est ecemplaire m. Kl aurait pu facilement exiger 1 journee de location a plein tarif, mais il a propose et fait le necessaire pour simplement decaler la location en me conseillant vis avis de l'agence de voyage. Et l'accueil, la rapidite et le service etaient aussi present sur place dans l'agence de l'earoport de Fort de Franc.",BSPAuto,fr
"Dec 6, 2025 @ 12:41:12.000","Personnel très sympa par contre il faut s’armer de patience 1 h et demie d’attente pour prendre possession du véhicule ",AutoEurope,fr
"Dec 6, 2025 @ 12:39:10.000","Personnel très sympa juste pour prendre possession de sa voiture il faut s’armer de patience1 h et demi de queue…",AutoEurope,fr
"Dec 6, 2025 @ 12:05:32.000","Abholung verlief reibungslos, sehr nette Mitarbeiterin, leider war der Wagen weder von außen noch innen gründlich gereinigt worden, technisch jedoch in einem einwandfreien Zustand, der Preis inkl. Vollkaskoversicherung was sehr günstig ",BSPAuto,de
"Dec 6, 2025 @ 10:46:41.000","Schnelle Abwicklung bei der Übernahme und auch bei der Rückgabe des Fahrzeugs. Auto war fast neu und in sehr gutem Zustand.","Argus Car Hire",de
"Dec 6, 2025 @ 10:20:26.000","Das Fahrzeug hatte Dellen und starke Gebrauchsspuren. Es war nicht alles auf dem Übergabeprotokoll aufgelistet. Bei der Reklamation bekam ich die Antwort, ich hätte ja Vollkasko und somit wäre alles in Ordnung. Das Fahrzeug musste auch in einem sauberen Zustand zurück gebracht werden. Ansonsten hätte man 75 EUR für die Reinigung bezahlt. Auch eine frühere Abgabe wie 8:00 Uhr war nur gegen Aufpreis in Höhe von 35 EUR zu haben. Dieses Geschäftsgebaren hatte ich früher nur bei extrem billigen Anbietern. Deshalb miete ich keinen Wagen mehr bei den ganz billigen. Mit Sunny Cars habe ich bis jetzt nur gute Erfahrungen gemacht. Ich buche mindestens einmal im Jahr einen Mietwagen. Hauptsächlich in den USA. Dort verläuft die Übernahme und Rückgabe viel entspannter. Da kann man auch mitten in der Nacht den Wagen abholen und zurück bringen. ","Sunny Cars",de
"Dec 6, 2025 @ 09:07:16.000","Es war alles in Ordnung",BSPAuto,de
"Dec 6, 2025 @ 06:28:49.000","Abbuchung von der Kreditkarte etwas intransparent.",Carhiremarket,de
"Dec 5, 2025 @ 23:09:55.000","Sehr schlechte Beschilderung in der Garage für das finden des Anbieters noch schlimmer, war es bei der Rückgabe des Autos. ",BSPAuto,de
"Dec 5, 2025 @ 23:06:56.000","Bei Abholung und Abgabe alles gut. Allerdings ist die Station telefonisch NICHT erreichbar ",Rentalcars,de
"Dec 5, 2025 @ 22:21:07.000","Meine Kreditkarte ist nach einem Tag der problemlosen Rückgabe immer noch mit EUR 3500 geblockt!",AutoEurope,de
"Dec 5, 2025 @ 21:43:01.000","schnelle Abfertigung bei Abholung und Rückgabe. Sehr freundliche Mitarbeiter.
","Argus Car Hire",de
"Dec 5, 2025 @ 20:53:52.000","Schnell und freundlich ","Argus Car Hire",de
"Dec 5, 2025 @ 18:40:50.000","Alles super.",Europcar,de
"Dec 5, 2025 @ 14:35:41.000","Alles perfekt. ",Rentalcars,de
"Dec 5, 2025 @ 13:26:37.000","Sehr nettes Personal im transfer, Empfang, Abholung und abgabe","Argus Car Hire",de
"Dec 5, 2025 @ 12:08:31.000","Nächstes mal mieten wir auf jedenfall wieder bei 
Cael ","Argus Car Hire",de
"Dec 5, 2025 @ 00:42:18.000","Diverse Kratzer und Dellen vorhanden, was aber dokumentiert war und nicht störte. Wir hätten eine Beschädigungsliste vor Übernahme des Fahrzeugs als hilfreich empfunden. ",Carhiremarket,de
"Dec 4, 2025 @ 23:50:25.000","Alles perfekt ",AutoEurope,de
"Dec 4, 2025 @ 21:19:38.000","Sehr freundliche und problemlose Abwicklung, gerne wieder","Argus Car Hire",de
"Dec 4, 2025 @ 20:35:52.000","Sehr nettes Personal, speziell Herr Long",Enterprise,de
"Dec 4, 2025 @ 19:39:51.000","Alles bestens. ","Argus Car Hire",de
"Dec 4, 2025 @ 19:36:22.000","Voiture avec bcp de petit dégâts de coup ",Rentalcars,fr
"Dec 4, 2025 @ 18:54:10.000","Sehr professionelle, hilfsbereite und zügige Abwicklung.",AutoEurope,de
"Dec 4, 2025 @ 18:47:12.000","Sehr nett Leute",AutoEurope,de
"Dec 4, 2025 @ 18:28:42.000","Alles in Ordnung. Top++",Rentalcars,de
"Dec 4, 2025 @ 18:28:22.000","Es war fast unmöglich direkt mit der Mietwagenstation am Flughafen zu sprechen, da unser Flieger sehr nah an der Schließzeit der Station (24 Uhr) ankam. Leider geht da immer eine Zentrale ran, die nicht wirklich hilfreich ist. Aber am Ende hat man doch auf uns gewartet.",Rentalcars,de
"Dec 4, 2025 @ 18:27:39.000","Es war fast unmöglich direkt mit der Mietwagenstation am Flughafen zu sprechen, da unser Flieger sehr nah an der Schließzeit der Station (24 Uhr) ankam. Leider geht da immer eine Zentrale ran, die nicht wirklich hilfreich ist. Aber am Ende hat man doch auf uns gewartet.",Rentalcars,de
"Dec 4, 2025 @ 18:00:28.000","Freundlicher Service, schnelle Abwicklung",BSPAuto,de
"Dec 4, 2025 @ 10:20:59.000","Alles bestens, auch die Abholung mit dem Shuttle vom Flughafen und Rückfahrt dorthin war sehr schnell und mit freundlichem Personal",BSPAuto,de
"Dec 4, 2025 @ 09:28:45.000","La somme payable par carte de crédit au titre de la franchise (900euro) a été débitée de mon compte puis re-créditée alors qu'habituellement 1 pré-autorisation ne donne pas lieu à débit du compte. Aucun doc remis ni reçu par mail lors de la restitution du véhicule",Rentalcars,fr
"Dec 4, 2025 @ 08:06:43.000","Personal sollte Kenntnis über Gültigkeit von Führerscheinen und die Regeln zur Umtauschpflicht haben. Kopie ADAC Tabelle könnte kontroverse Diskussionen vermeiden. Der Hinweis, dass Hertz eigene Regeln hat ist nicht nachvollziehbar. ",BSPAuto,de
"Dec 4, 2025 @ 06:38:44.000","Es ist sehr praktisch dass alle Anbieter vor Ort sind",Rentalcars,de
"Dec 4, 2025 @ 02:02:11.000","Super Personal, guter Service, Wagen top und alles bestens wie es sein sollte ",BSPAuto,de
"Dec 3, 2025 @ 19:05:46.000","Perfekte Abwicklung, es wurde nicht versucht irgendwelche Zusatzleistungen zu verkaufen! Sehr nett und kompetente Mitarbeiter!","Sunny Cars",de
"Dec 3, 2025 @ 18:50:30.000","Prior Line nicht in Betrieb",AutoEurope,de
"Dec 3, 2025 @ 18:27:57.000","Alles gut und schnell",AutoEurope,de
"Dec 3, 2025 @ 18:24:39.000","Alles hat funktioniert wie angekündigt und das Personal war freundlich.","Sunny Cars",de
"Dec 3, 2025 @ 15:43:03.000","Dollar wird bei Herz geführt - unzureichende Beschilderung!",AutoEurope,de
"Dec 3, 2025 @ 15:38:02.000","Mitarbeiter immer freundlich und sehr zuvorkommend!","Argus Car Hire",de
"Dec 3, 2025 @ 12:42:59.000","Betrügerische Verkaufsmaschen, wobei versucht wird dem Kunden zusätzliche unnötige Versicherungen anzudrehen. Es sollten keine Autos mehr von dieser lokalen Mietwagenstation vermittelt werden.",AutoEurope,de
"Dec 3, 2025 @ 12:29:23.000","Ich bekam kein Auto zur reservierten Zeit. Nach einer Stunde warten bekam ich dann ein Auto, das defekt war. Als ich dieses umtauschen wollte, sagte man mir, dass kein Auto zur verfügung stünde und ich am nächsten Tag wiederkommen sollte. ich fuhr dann einen Tag das defekte Auto. Am nächsten Tag bekam ich wiederum nach einiger Wartezeit ein Auto, dass aber völlig anders war, als meine Bestellung. Statt eines handlichen Kleinwagens bekam ich einen viel zu großen Ford Tourneo. Das alles entsprach überhaupt nicht meinen Erwartungen. Ich werde kein Auto mehr bei green motion anmieten.","Argus Car Hire",de
"Dec 3, 2025 @ 04:20:37.000","Man bemüht sich trotz der Hektik freundlich zu bleiben, der Übergabe und Abnahmeprozeß geht recht schnell vonstatten. Man sollte den Wagen vor Abfahrt auf jeden Fall sorgfältig filmen und fotografieren, da dies bei Rückgabe schonmal notwendig sein kann. ","Argus Car Hire",de
"Dec 2, 2025 @ 21:13:58.000","A l'arrivée, le personnel ne nous a pas aidé, j'étais avec ma belle mère invalide et personne n'a proposé son aide, pire le personnel nous a ignoré.
De plus j'avais réservé un véhicule diesel (tarif plus cher) et je me suis retrouvé avec un véhicule essence. J'ai du élever le ton pour avoir accès à un véhicule diesel (bas de gamme par rapport à celui réserver) et très abimé. ",Rentalcars,fr
"Dec 2, 2025 @ 21:11:28.000","Hervorragender Service, sehr gute Fahrzeuge, äußerst freundlich und schnell",Avis,de
"Dec 2, 2025 @ 20:57:03.000","Die Mitarbeiterin war exorbitant freundlich und hilfsbereit. Das ist der positive Teil. Nun der negative Teil: Ich bekam einen nagelneuen Hybridwagen. Als ich dann günstigen Strom tanken wollte, stellte ich fest, dass es kein Ladekabel gibt. Der Anruf bei Thrifty ergab, dass man dieses nicht verleihe, ""weil es 400€ koste"". Das ist so schwachsinnig, dass ich leider zu perplex war, um zu antworten. Meine Visa ist hinterlegt und es könnten leicht 400€ Kaution für ein Ladekabel blockiert werden. wir reden hier von einen 40'000€ Auto, welches mir anvertraut wurde. Warum nicht auch ein 400€ Ladekabel?
Ansonsten sollte, wer sich solch einen BYD leiht, ein hohes Mass an Technik Affinität haben. Ich habe diese und brauchte gleichwohl ca. 20 mInuten, bis ich nach Wageninspektion abfahrbereit war. Es dauerte dann 3 tage, bis ich die Elektronik halbwegs im Griff hatte. Wer sich zudem mit datenschutz beschäftigt, dem stellen sich bei so einem Fahrzeug die Nackenhaare hoch. Zudem wurden sehr viele meiner limitierenden Einstellungen nach Motorstop wieder ungeschaltet. Und das Mikrophon liess sich gar nicht ausschalten.","Sunny Cars",de
"Dec 2, 2025 @ 19:32:51.000","Alles super!",Rentalcars,de
"Dec 2, 2025 @ 19:07:31.000","Alle sehr freundlich und großzügig","Argus Car Hire",de
"Dec 2, 2025 @ 19:04:44.000","Muss besser organisiert werden.",Rentalcars,de
"Dec 2, 2025 @ 18:49:46.000","super freundlich und kundenorientiert",Hertz,de
"Dec 2, 2025 @ 18:48:59.000","Weiter so 😉",BSPAuto,de
"Dec 2, 2025 @ 18:38:02.000","Freundliche Mitarbeiter, schnell erledigt. Das Auto war perfekt und wie neue. ",BSPAuto,de
"Dec 2, 2025 @ 18:23:03.000","Hard to reach",Wisecars,de
"Dec 2, 2025 @ 18:11:24.000","Zügig, professionell und unkompliziert; keine Versuche, weitere - unnötige - Extras an Versicherungen etc. anzubieten",BSPAuto,de
"Dec 2, 2025 @ 18:10:07.000","Die Dame am Counter wollte mir unbedingt noch Versicherungen verkaufen, zum Glück, war ich vorgewarnt.","Argus Car Hire",de
"Dec 2, 2025 @ 13:39:01.000",,Rentalcars,de
"Dec 2, 2025 @ 11:37:20.000","Als ich den Wagen abgegeben habe, hat mir der Servicemitarbeiter kein Abnahmeprotokoll gegeben. Er sagte, ich solle das Auto in die Tiefgarage fahren.
Ich würde das Protokoll per E- Mail bekommen.
Da dachte ich, es sei alles in Ordnung.
Als ich die E – Mail bekommen habe, wurde auf einmal 2 neue Mängel beanstandet.
Das nächste Mal bestehe ich darauf, dass Er sich das Auto mit mir ansieht und es mir auch bestätigt.  


",Rentalcars,de
"Dec 2, 2025 @ 10:26:00.000","Alles sehr unkompliziert und reibungslos. Ich würde jederzeit wieder bei Europcar mieten. ",BSPAuto,de
"Dec 2, 2025 @ 09:33:55.000","Alles gut freundlich ",BSPAuto,de
"Dec 1, 2025 @ 21:37:02.000","Wagen wurde nach 1:15 Std Verspätung ohne Rückmeldung weitervermietet. Es kam nicht zu einem Mietverhältnis.",Alamo,de
"Dec 1, 2025 @ 19:06:41.000","Sehr freundlicher Mitarbeiter! ",Rentalcars,de
"Dec 1, 2025 @ 18:40:14.000","war perfekt","Sunny Cars",de
"Dec 1, 2025 @ 18:24:14.000","Freundlich schnelle Abwicklung, gepflegte Fahrzeuge",BSPAuto,de
"Dec 1, 2025 @ 18:20:19.000","Très bon accueil, réception pareil un personnel très sympathique ! Je recommande 👍",BSPAuto,fr
"Dec 1, 2025 @ 17:57:49.000","Der Mietwagen war an einem weit entfernten Parkplatz abgestellt. ","Argus Car Hire",de
"Dec 1, 2025 @ 13:22:36.000","Alles ok. Gern wieder.","Sunny Cars",de
"Dec 1, 2025 @ 11:50:11.000","Abholung vom Fluighafen ",BSPAuto,de
"Dec 1, 2025 @ 09:40:58.000","Thrifty Station Flughafen Valencia

Finger weg von dieser Station! Ich muss mich leider den negativen Bewertungen anschließen. uns versuchte man anstatt eines Schaltwagens ein Automatik upgrade zu verkaufen. dann einen zusätzlicher Fahrer. Obwohl wir voll versichert waren wollte man uns eine Versicherung verkaufen. Das Auto wurde als schadenfrei übergeben, aber es waren 3 größere Schäden vorhanden, insbesondere der Rückfahr Sensor war defekt. Die Frontscheibe war total verschmiert, bei Gegenlicht war null Sicht. nach ca 50 KM erschien ein Warnhinweis dass zu wenig Öl vorhanden ist und nachgefüllt werden muss, das Wischwasser war leer... Leider habe ich nicht gesehen dass ich bei der Abholung für ein Upgrade des Wagens unterschrieben habe. Danach hatte ich weder verlangt noch wurde es mir gesagt, wurde mir also mit Absicht untergeschoben. den einen Stern gibt es da mir die Kosten für den Liter Öl erstattet wurden.",BSPAuto,de
"Dec 1, 2025 @ 09:28:27.000","Alles gut weiter so","Argus Car Hire",de
"Dec 1, 2025 @ 09:17:00.000","Keine Probleme","Argus Car Hire",de
"Dec 1, 2025 @ 08:53:39.000","Bitte bei Problemen den Kunden informieren.",Rentalcars,de
"Dec 1, 2025 @ 07:56:13.000","Die angegebene Fahrzeugkategorie (Nissan Micra) wurde offenbar so ausgelegt, dass mir ein über zehn Jahre altes Auto gegeben wurde, bei dem neben mehreren Dellen die Reifendruck-Kontrollleuchte leuchtete. Angeblich konnte man sie nicht zurücksetzen. Da ich mir nicht die ganze Zeit Sorgen machen wollte, ob es ein Problem mit den Reifen gibt, habe ich nach einem anderen Auto gefragt. Dann wurde mir ein ebenso altes Auto angeboten, bei dem die Motor-Kontrollleuchte gelb leuchtete. Es wurde abgetan, als wäre es in Ordnung, dies zu ignorieren. Da ich aus Sicherheitsbedenken nicht bereit war, mit diesem Auto zu fahren, bat ich um eine andere Lösung. Man sagte mir, ich könne einfach vom Vertrag zurücktreten, stellte mir aber nicht in Aussicht, dass ich den schon bezahlten Mietbetrag zurückbekommen könnte. Da ich auf ein Mietauto angewiesen war, fragte ich nach einer anderen Lösung. Nach einigen Minuten fuhr der Mitarbeiter mit einem nicht gereinigten, ebenso alten Micra vor. Bei diesem war die Karosserie zwar komplett zerdellt und zerkratzt, aber zumindest wurden vom Bordcomputer keine Probleme angezeigt. Obwohl das Auto auch nach einer schnellen äußeren Reinigung noch relativ verdreckt war und es im Inneren zudem unangenehm roch, nahm ich schließlich dieses Auto. Es hat mich sicher von A nach B gebracht, aber dies war dennoch die schlechteste Mietwagenerfahrung, die ich je hatte. ",BSPAuto,de
"Dec 1, 2025 @ 07:47:51.000","Ist alles ok! ",BSPAuto,de
"Dec 1, 2025 @ 03:58:42.000","schlechte Beratung hinsichtlich vorgekommene Situation. Unprofessioneler und gleichgueltiger Umgang mit Kunden. ",BSPAuto,de
"Dec 1, 2025 @ 01:13:24.000","Ich bin zufrieden.",Europcar,de
"Nov 30, 2025 @ 22:20:18.000","Die Station in Ft. Myers ist perfect fußläufig nach der Landung zu erreichen.",AutoEurope,de
"Nov 30, 2025 @ 21:07:48.000","Sehr freundlich und unkompliziert",AutoEurope,de
"Nov 30, 2025 @ 20:35:40.000","Allerdings war der Mietwagen kleiner als bestellt. ",AutoEurope,de
"Nov 30, 2025 @ 19:35:26.000","Hier war alles super und dort wurde uns mit der Frage weitergeholfen, die billiger-mietwagen einfach ignoniert hat",Carhiremarket,de
"Nov 30, 2025 @ 19:21:13.000","Green Motion Mitarbeiter wollte mir eine Vollkaskoversicherung für 280 Euro andrehen obwohl ich schon eine Schadensrückerstattungversicherung bei der Axa gebucht habe. Es war sehr mühsam am Schalter und bis mir der Schlüssel ausgehändigt wurde verging fast eine Viertelstunde. Der Wagen war schlecht gereinigt unter der Fussmatten hatte es noch viel Schmutz. Ich werde beim nächsten mal wieder bei einem grossen Vermieter Buchen weil dort der Service einfach besser ist und der Mieter als Kunde behandelt wird.","Argus Car Hire",de
"Nov 30, 2025 @ 18:44:52.000","
Sehr freundlich, alles sehr zügig, Shuttle etc. alles wie angegeben .","Argus Car Hire",de
"Nov 30, 2025 @ 18:35:47.000","Es war alles prima",BSPAuto,de
"Nov 30, 2025 @ 18:30:26.000","Kann die z.T. schlechten Bewertungen nicht bestätigen. War rundum zufrieden.",BSPAuto,de
"Nov 30, 2025 @ 18:25:56.000","Wir mussten circa 30 Minuten warten, bis wir in der Mietwagenstation den Wagen bekamen. Der Andrang war recht groß. Man musste Nummern ziehen, und es waren nur zwei der ServiceStationen zur Bearbeitung geöffnet. Und das in der Nebensaison, wo eigentlich nichts los ist. Die Service ist auf den Andrang im Hochsommer ausgelegt, aber leider sind nur wenige Mitarbeiter im Einsatz gewesen.
Man hat uns zunächst ein Upgrade auf einen Mercedes E-Klasse angeboten zu einem sehr günstigen Preis. Als wir das nicht wollten, hat man uns noch versucht, mehrere Versicherungen auf zu schwätzen, die aber durch die Vermittlung von billiger Mietwagen eh bereits ab enthalten waren. Als wir partout keine Versicherung wollten, hat man uns noch erzählt, dass wenn wir eine Panne haben, dies meist nicht durch billiger Mietwagen.de erstattet würde und wenn wir nicht die Zusatzversicherung für 100 € nehmen wir dann bei einer Panne, die Pannendienst Leistung und ein Taxi zurück zur Europcar Service Station selbst bezahlen müssten. Als wir das auch verneint haben war der Servicemitarbeiter sichtlich unzufrieden, dass er nichts dazu verkaufen konnte und hat uns dann das wohl schlechteste Auto, dass er auf dem Hof hatte übergeben. Der Ford Focus hatte 94.000 km gelaufen, hatte mehrere Unfälle gehabt ein mit einer deutlichen tiefen Einkehrdungen der Stoßstange verbogenen Nummernschild. Das Schlimmste war aber, dass der Park Sensor beschädigt war und der Wagen die ganze Zeit circa alle 10 Minuten ein Piep Signal von sich gegeben hat. Man würde auf ein Auto auffahren. Auch der Sensor für einen Kindersitz auf der Rückbank, ging ständig an und hat gepiepst. Der Wagen war auf der Beifahrerseite komplett untenrum verbeult und aufgerissen. Eigentlich gab es an dem ganzen Wagen keine Ecke, die nicht verkratzt und verbeult war. Finde es sehr bedenklich, dass von einem renommierten Anbieter wie Europcar solche Autos vermittelt, vermietet und eingesetzt werden. Ich würde mir auch von billiger Mietwagen wünschen, dass man mit seinen Vertragspartnern entsprechende Vereinbarung trifft, dass sowas nicht passieren kann beziehungsweise der Sache jetzt mal nachgeht.",AutoEurope,de
"Nov 30, 2025 @ 18:24:35.000","Hat alles gut geklappt ","Argus Car Hire",de
"Nov 30, 2025 @ 18:21:55.000","Der Mitarbeiter bei der Rückgabe war sehr nett und zuvorkommend.","Sunny Cars",de
"Nov 30, 2025 @ 16:20:03.000","Wir hatten einen SUV mit Hybridantrieb und 4-Rad-Antrieb bestellt. 
Unser Fahrzeug hatte leider beides nicht. ",Carhiremarket,de
"Nov 30, 2025 @ 10:44:32.000","alles ok, gerne wieder",BSPAuto,de
"Nov 29, 2025 @ 18:33:13.000","Sehr freundlich und zuvorkommend ",BSPAuto,de
"Nov 29, 2025 @ 18:05:30.000","Auf Englisch sehr gut alles erklärt. ","Sunny Cars",de
"Nov 29, 2025 @ 17:17:59.000","Alles verlief sehr gut.","Sunny Cars",de
"Nov 29, 2025 @ 12:25:58.000","Wichtig zu wissen:
Im Warteraum Nummer ziehen (wie beim Metzger).
Schäden am Auto werden per Mail geschickt, so dass du noch in der Abholstation die Mail öffnen und zusätzliche Schäden eintragen musst. An unserem Fahrzeug waren mehrere zum Teil heftige Schäden vorhanden, die nicht aufgezeichnet waren.
Rückgabe dann wegen nachgeholte Markierung der Mängel und auch aufgenommener Bilder vor der Abfahrt dann allerdings kein Problem. Kaution anstandslos zurückgezahlt. Rückgabe, unproblematisch und schnell.
Pick-up and bring back ebenfalls sehr schnell.",Carhiremarket,de
"Nov 29, 2025 @ 10:32:19.000","im Großen und Ganzen gut....",BSPAuto,de
"Nov 29, 2025 @ 10:25:22.000","Lief alles im wesentlichen problemlos",Rentalcars,de
"Nov 29, 2025 @ 07:00:33.000","sehr freundliches Personal.","Argus Car Hire",de
"Nov 29, 2025 @ 06:05:51.000","wie immer, sehr freundlich. Kleines Auto fast neu.",AutoEurope,de
"Nov 29, 2025 @ 00:25:33.000","Europcar ist m.E. keine vertrauenswürdige Mietwagenfirma. Die Mitarbeiter sind wohl gehalten, noch möglichst viel Geld herauszuschlagen, indem sie Falschbehauptungen in Bezug auf die im Vertrag  enthaltenen Versicherungen aufstellen.",AutoEurope,de
"Nov 28, 2025 @ 22:28:35.000","Je loue régulièrement chez Drive on Holidays . Personnel accueillant, véhicules récents. Avec en prime un surclassement apprécié ! Les bonnes surprises sont toujours appréciées !",BSPAuto,fr
"Nov 28, 2025 @ 21:59:55.000","Hat alles geklappt",AutoEurope,de
"Nov 28, 2025 @ 21:30:25.000","Alles super gelaufen. ",Enterprise,de
"Nov 28, 2025 @ 20:09:50.000","Telefonisch nicht erreichbar.",BSPAuto,de
"Nov 28, 2025 @ 19:02:42.000","Wir wurden abgezockt. Uns wurde eine Versicherung für 107€ aufgezwungen, obwohl wir mit Abschluss der Police über billiger-mietwagen.de jede sinnvolle Versicherung bereits bezahlt hatten.",BSPAuto,de
"Nov 28, 2025 @ 18:52:06.000","dringend wäre eine Beschreibung wo das Office im großen Komplex des Bahnhofs sich befindet. Es gibt weder bei den per  Mail versandten Unterlagen noch vor Ort irgenwelche Hinweise. So irrt man ziemlich lange rum. Dann findt man ein kleines Schild, folgt ihm und landet im 4. Untergeschoß der Tiefgarage. Dort stehen Autos von Autovia, aber es ist kein Mensch da. Von einem Mitarbeiter von Europcar gab es den freundlichen Hinweis, dass man oben im Bhanhofkompex das Büro suchen muss. 
Das Auot war leider kein Golf sondern ein Kia, der ok war, leider jedoch eine schwammige Lenkung...",Rentalcars,de
"Nov 28, 2025 @ 18:48:21.000","Sehr nett am Ausgebeschalter!
Aber nur vorgetäuscht, um zu betrügen.","Argus Car Hire",de
"Nov 28, 2025 @ 18:19:49.000","Alles top- ich war sehr angenehm überrascht ",Carhiremarket,de
"Nov 28, 2025 @ 18:18:52.000","Aufgrund der Erfahrungen die ich hatte war ich bei dieser Autovermietung sehr positiv überrascht. Alles lief schnell und unkompliziert ab. Die Mitarbeiter waren sehr nett und nicht aufdringlich in Bezug auf die angebotenen Versicherungen.
Auch die Rückgabe lief sehr gut ab.
Alles in allem ein ""Sehr Gut"" von mir!",BSPAuto,de
"Nov 28, 2025 @ 09:03:18.000","Es hat recht lange gedauert, obwohl wir alleine waren. Es wird nochmal versucht eine Extra Versicherung zu verkaufen. Kein Auto hat ein Navi, welches $12 pro Tag Extra kostet und es gab keine Kofferraumabdeckung.",AutoEurope,de
"Nov 27, 2025 @ 22:28:06.000","professionnel sympathique ",Enterprise,fr
"Nov 27, 2025 @ 21:59:54.000","Schade. Strategisch? bei Anruf/Treffpunkt kurz vor! Ende der Öffnungszeiten extra lange stehen gelassen um dann Zusatzgebühren zu verlangen!? Und das trotz kleinem Kind. Doppelt ärgerlich ","Argus Car Hire",de
